tender_id,lot_number,bid_number,varname,Master,Using
"40cf3d51-e8cd-4a1c-8b99-a6058ca3861d",1,2,"bidder_geocodes","["PL518"]","["PL417"]"
"40cf3d51-e8cd-4a1c-8b99-a6058ca3861d",1,2,"bidder_name","P.U.H. Kłosiński Waldemar","Usługi Leśne Zofia Szkaradek"
"40cf3d51-e8cd-4a1c-8b99-a6058ca3861d",1,2,"bid_priceUsd","135415.765625","95987.875"
"40cf3d51-e8cd-4a1c-8b99-a6058ca3861d",1,2,"bid_price","107023","75862"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",1,1,"bidder_masterid","cea97a69-168b-40f2-b898-3fd2bc6f8062","035297b6-8e61-443d-bd5f-982fdeaf1aa1"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",1,1,"bidder_id","","C10827"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",1,1,"bidder_geocodes","[""]","["MT000"]"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",1,1,"bidder_name","Green Buidling Solutions Ltd","United Equipment Co. (UNEC) Ltd"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",1,1,"bid_priceUsd","47409.359375","763816.625"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",1,1,"bid_price","35637","574151"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",2,1,"bid_priceUsd","101462.4453125","8677.814453125"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",2,1,"bid_price","76268","6523"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",3,1,"bidder_masterid","1f41ee4a-f75b-4a6c-86db-eafdcec98ffc","cea97a69-168b-40f2-b898-3fd2bc6f8062"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",3,1,"bidder_name","SR Environmental Solutions Ltd","Green Buidling Solutions Ltd"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",3,1,"bid_priceUsd","188633.03125","47409.359375"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",3,1,"bid_price","141793","35637"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",4,1,"bidder_masterid","54c6c62d-2021-43bb-b0c3-6a89743cbc2b","035297b6-8e61-443d-bd5f-982fdeaf1aa1"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",4,1,"bidder_id","","C10827"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",4,1,"bidder_geocodes","[""]","["MT000"]"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",4,1,"bidder_name","Green Skip Services Limited","United Equipment Co. (UNEC) Ltd"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",4,1,"bid_priceUsd","25938.98828125","105667.65625"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",4,1,"bid_price","19498","79429"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",5,1,"bidder_masterid","035297b6-8e61-443d-bd5f-982fdeaf1aa1","d86764fd-6cba-4f7d-9b81-6631a8ea1858"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",5,1,"bidder_id","C10827",""
"41de4375-a5a9-4519-bcf3-4c7659481ce3",5,1,"bidder_geocodes","["MT000"]","[""]"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",5,1,"bidder_name","United Equipment Co. (UNEC) Ltd","SR Services Limited"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",5,1,"bid_priceUsd","105667.65625","299861.5"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",5,1,"bid_price","79429","225402"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",6,1,"bidder_masterid","035297b6-8e61-443d-bd5f-982fdeaf1aa1","19f43603-20b9-4f51-8928-f459b16411c5"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",6,1,"bidder_id","C10827",""
"41de4375-a5a9-4519-bcf3-4c7659481ce3",6,1,"bidder_name","United Equipment Co. (UNEC) Ltd","Reactilab Ltd"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",6,1,"bid_priceUsd","20434.037109375","21977.232421875"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",6,1,"bid_price","15360","16520"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",7,1,"bidder_masterid","035297b6-8e61-443d-bd5f-982fdeaf1aa1","1f41ee4a-f75b-4a6c-86db-eafdcec98ffc"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",7,1,"bidder_id","C10827",""
"41de4375-a5a9-4519-bcf3-4c7659481ce3",7,1,"bidder_geocodes","["MT000"]","[""]"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",7,1,"bidder_name","United Equipment Co. (UNEC) Ltd","SR Environmental Solutions Ltd"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",7,1,"bid_priceUsd","763816.625","188633.03125"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",7,1,"bid_price","574151","141793"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",8,1,"bid_priceUsd","19223.427734375","101462.4453125"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",8,1,"bid_price","14450","76268"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",10,1,"bid_priceUsd","84845.15625","403866.25"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",10,1,"bid_price","63777","303581"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",11,1,"bidder_masterid","035297b6-8e61-443d-bd5f-982fdeaf1aa1","54c6c62d-2021-43bb-b0c3-6a89743cbc2b"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",11,1,"bidder_id","C10827",""
"41de4375-a5a9-4519-bcf3-4c7659481ce3",11,1,"bidder_geocodes","["MT000"]","[""]"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",11,1,"bidder_name","United Equipment Co. (UNEC) Ltd","Green Skip Services Limited"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",11,1,"bid_priceUsd","8677.814453125","25938.98828125"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",11,1,"bid_price","6523","19498"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",12,1,"bidder_masterid","d86764fd-6cba-4f7d-9b81-6631a8ea1858","035297b6-8e61-443d-bd5f-982fdeaf1aa1"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",12,1,"bidder_id","","C10827"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",12,1,"bidder_geocodes","[""]","["MT000"]"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",12,1,"bidder_name","SR Services Limited","United Equipment Co. (UNEC) Ltd"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",12,1,"bid_priceUsd","299861.5","20434.037109375"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",12,1,"bid_price","225402","15360"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",13,1,"bidder_masterid","1f41ee4a-f75b-4a6c-86db-eafdcec98ffc","035297b6-8e61-443d-bd5f-982fdeaf1aa1"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",13,1,"bidder_id","","C10827"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",13,1,"bidder_geocodes","[""]","["MT000"]"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",13,1,"bidder_name","SR Environmental Solutions Ltd","United Equipment Co. (UNEC) Ltd"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",13,1,"bid_priceUsd","305632.53125","19223.427734375"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",13,1,"bid_price","229740","14450"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",14,1,"bidder_masterid","035297b6-8e61-443d-bd5f-982fdeaf1aa1","1f41ee4a-f75b-4a6c-86db-eafdcec98ffc"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",14,1,"bidder_id","C10827",""
"41de4375-a5a9-4519-bcf3-4c7659481ce3",14,1,"bidder_geocodes","["MT000"]","[""]"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",14,1,"bidder_name","United Equipment Co. (UNEC) Ltd","SR Environmental Solutions Ltd"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",14,1,"bid_priceUsd","403866.25","305632.53125"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",14,1,"bid_price","303581","229740"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",16,1,"bidder_masterid","19f43603-20b9-4f51-8928-f459b16411c5","035297b6-8e61-443d-bd5f-982fdeaf1aa1"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",16,1,"bidder_id","","C10827"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",16,1,"bidder_name","Reactilab Ltd","United Equipment Co. (UNEC) Ltd"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",16,1,"bid_priceUsd","21977.232421875","84845.15625"
"41de4375-a5a9-4519-bcf3-4c7659481ce3",16,1,"bid_price","16520","63777"
"41fb2658-a578-430d-807c-3ea3227c8e64",1,1,"bidder_masterid","7d79bd44-5094-4685-858e-01180532de9b","a9635efa-252a-4313-9ce9-c891a12da33d"
"41fb2658-a578-430d-807c-3ea3227c8e64",1,1,"bidder_geocodes","["MT001"]","[""]"
"41fb2658-a578-430d-807c-3ea3227c8e64",1,1,"bidder_name","Technoline Ltd","Labo-Pharm Ltd"
"41fb2658-a578-430d-807c-3ea3227c8e64",1,1,"bid_priceUsd","31869.39453125","192261.078125"
"41fb2658-a578-430d-807c-3ea3227c8e64",1,1,"bid_price","24374","147043"
"41fb2658-a578-430d-807c-3ea3227c8e64",1,2,"bidder_masterid","2df9c600-e654-40c4-8036-1a814f110fb3","7d79bd44-5094-4685-858e-01180532de9b"
"41fb2658-a578-430d-807c-3ea3227c8e64",1,2,"bidder_geocodes","[""]","["MT001"]"
"41fb2658-a578-430d-807c-3ea3227c8e64",1,2,"bidder_name","Evolve Ltd","Technoline Ltd"
"41fb2658-a578-430d-807c-3ea3227c8e64",1,2,"bid_priceUsd","74942.890625","31869.39453125"
"41fb2658-a578-430d-807c-3ea3227c8e64",1,2,"bid_price","57317","24374"
"41fb2658-a578-430d-807c-3ea3227c8e64",1,3,"bidder_masterid","a9635efa-252a-4313-9ce9-c891a12da33d","2df9c600-e654-40c4-8036-1a814f110fb3"
"41fb2658-a578-430d-807c-3ea3227c8e64",1,3,"bidder_name","Labo-Pharm Ltd","Evolve Ltd"
"41fb2658-a578-430d-807c-3ea3227c8e64",1,3,"bid_priceUsd","192261.078125","74942.890625"
"41fb2658-a578-430d-807c-3ea3227c8e64",1,3,"bid_price","147043","57317"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",1,1,"bid_priceUsd","161481.484375","424465.21875"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",1,1,"bid_price","115405","303350"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",2,1,"tender_awarddecisiondate","","2016-04-14"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",2,1,"bid_priceUsd","424465.21875","246834.875"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",2,1,"bid_price","303350","176404"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",2,1,"title","Tender for the Provision of Environmentally Friendly Cleaning Services in State Schools within Colleges.","Provision of Environmentally Friendly Cleaning Services in Colleges and State Schools"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",3,1,"tender_awarddecisiondate","2016-04-14","2016-01-06"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",3,1,"bid_priceUsd","246834.875","306814.125"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",3,1,"bid_price","176404","219269"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",3,1,"title","Provision of Environmentally Friendly Cleaning Services in Colleges and State Schools","Tender for the Provision of Environmentally Friendly Cleaning Services in State Schools within Colleges."
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",4,1,"tender_awarddecisiondate","2016-01-06",""
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",4,1,"bid_priceUsd","306814.125","110730.359375"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",4,1,"bid_price","219269","79135"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",5,1,"bidder_masterid","78adca50-c7cc-457e-9e06-9c3ed1d0497d","403c6f92-676b-4e87-936b-66dea7808cd1"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",5,1,"bidder_geocodes","[""]","["MT000"]"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",5,1,"bidder_name","Specialist Group Cleaners Ltd","Floorpul Co. Ltd"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",5,1,"bid_priceUsd","212232.609375","64893.43359375"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",5,1,"bid_price","151675","46377"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",6,1,"bid_priceUsd","110730.359375","212232.609375"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",6,1,"bid_price","79135","151675"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",7,1,"bidder_masterid","403c6f92-676b-4e87-936b-66dea7808cd1","78adca50-c7cc-457e-9e06-9c3ed1d0497d"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",7,1,"bidder_geocodes","["MT000"]","[""]"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",7,1,"bidder_name","Floorpul Co. Ltd","Specialist Group Cleaners Ltd"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",7,1,"bid_priceUsd","64893.43359375","230687.4375"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",7,1,"bid_price","46377","164864"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",8,1,"bid_priceUsd","692062.3125","161481.484375"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",8,1,"bid_price","494592","115405"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",9,1,"bid_priceUsd","230687.4375","692062.3125"
"42ba8d2e-0bab-4b19-870e-b4c5963ff1ba",9,1,"bid_price","164864","494592"
"43717722-b77a-474f-88cd-7121a0cd5adf",1,1,"bid_priceUsd","24682.927734375","8445.9267578125"
"43717722-b77a-474f-88cd-7121a0cd5adf",1,1,"bid_price","17640","6036"
"43717722-b77a-474f-88cd-7121a0cd5adf",1,1,"title","Lot 4 — Bifurcated knitted gelatine impregnated grafts","Lot 5 — Axillo Bifemoral gelatine impregnated graft"
"43717722-b77a-474f-88cd-7121a0cd5adf",1,1,"bids_count","4","2"
"43717722-b77a-474f-88cd-7121a0cd5adf",3,1,"bid_priceUsd","55914.390625","24682.927734375"
"43717722-b77a-474f-88cd-7121a0cd5adf",3,1,"bid_price","39960","17640"
"43717722-b77a-474f-88cd-7121a0cd5adf",3,1,"title","Lot 3 — Straight knitted gelatine impregnated grafts","Lot 4 — Bifurcated knitted gelatine impregnated grafts"
"43717722-b77a-474f-88cd-7121a0cd5adf",3,1,"bids_count","3","4"
"43717722-b77a-474f-88cd-7121a0cd5adf",4,1,"bid_priceUsd","8445.9267578125","55914.390625"
"43717722-b77a-474f-88cd-7121a0cd5adf",4,1,"bid_price","6036","39960"
"43717722-b77a-474f-88cd-7121a0cd5adf",4,1,"title","Lot 5 — Axillo Bifemoral gelatine impregnated graft","Lot 3 — Straight knitted gelatine impregnated grafts"
"43717722-b77a-474f-88cd-7121a0cd5adf",4,1,"bids_count","2","3"
"43ed9ece-35ed-4518-a8dc-50367e2e8f66",1,1,"bidder_masterid","aecb9d09-9c5a-408c-994a-0f93d09eb6aa","fb64e95d-b8b0-4341-8675-982d0bdc8fa1"
"43ed9ece-35ed-4518-a8dc-50367e2e8f66",1,1,"bidder_name","EMD Management Limited","FSS and OUTLOOK Joint Venture"
"43ed9ece-35ed-4518-a8dc-50367e2e8f66",2,1,"bidder_masterid","fb64e95d-b8b0-4341-8675-982d0bdc8fa1","aecb9d09-9c5a-408c-994a-0f93d09eb6aa"
"43ed9ece-35ed-4518-a8dc-50367e2e8f66",2,1,"bidder_name","FSS and OUTLOOK Joint Venture","EMD Management Limited"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",1,1,"bidder_masterid","965b92fb-5875-4566-b876-b59acf719ba1","990ab0d1-9f2d-445a-be15-84d41d4e5f9a"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",1,1,"bidder_name","WM Environmental Ltd","Brian Borg"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",1,1,"bid_priceUsd","65304.484375","33108.16796875"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",1,1,"bid_price","45477","23056"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",1,1,"title","Lot 1 — Provision and collection of 1 100 litres Waste Bins on Wheels complete with foot operated lid opening device to various Public Healthcare entities","Lot 4 — Supply and Hire of Open Skips Malta"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",2,1,"bidder_masterid","24b00a83-8567-4e3a-85f0-3e48ed3c1155","965b92fb-5875-4566-b876-b59acf719ba1"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",2,1,"bidder_id","C15677",""
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",2,1,"bidder_geocodes","["MT000"]","[""]"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",2,1,"bidder_name","Road Construction Co. Ltd","WM Environmental Ltd"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",2,1,"bid_priceUsd","3087.376953125","70758.375"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",2,1,"bid_price","2150","49275"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",2,1,"title","Lot 5 — Supply and Hire of Open Skips Gozo","Lot 2 — Collection of Wheeled Waste Bins at the Waste Marshalling area Mater Dei Hospital"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",3,1,"bidder_masterid","990ab0d1-9f2d-445a-be15-84d41d4e5f9a","ddbbf695-2334-48e0-8a87-1318822ff584"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",3,1,"bidder_name","Brian Borg","KIP Gozo"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",3,1,"bid_priceUsd","33108.16796875","16706.298828125"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",3,1,"bid_price","23056","11634"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",3,1,"title","Lot 4 — Supply and Hire of Open Skips Malta","Lot 3 — Provision and collection of seven 1 100 litre Waste Bin On Wheels, complete with foot operated lib opening device, and tow plates to Gozo General Hospital"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",4,1,"bidder_masterid","965b92fb-5875-4566-b876-b59acf719ba1","24b00a83-8567-4e3a-85f0-3e48ed3c1155"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",4,1,"bidder_id","","C15677"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",4,1,"bidder_geocodes","[""]","["MT000"]"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",4,1,"bidder_name","WM Environmental Ltd","Road Construction Co. Ltd"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",4,1,"bid_priceUsd","70758.375","3087.376953125"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",4,1,"bid_price","49275","2150"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",4,1,"title","Lot 2 — Collection of Wheeled Waste Bins at the Waste Marshalling area Mater Dei Hospital","Lot 5 — Supply and Hire of Open Skips Gozo"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",5,1,"bidder_masterid","ddbbf695-2334-48e0-8a87-1318822ff584","965b92fb-5875-4566-b876-b59acf719ba1"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",5,1,"bidder_name","KIP Gozo","WM Environmental Ltd"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",5,1,"bid_priceUsd","16706.298828125","65304.484375"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",5,1,"bid_price","11634","45477"
"441755a2-a22d-4d3b-aa76-507bd7fa9fd5",5,1,"title","Lot 3 — Provision and collection of seven 1 100 litre Waste Bin On Wheels, complete with foot operated lib opening device, and tow plates to Gozo General Hospital","Lot 1 — Provision and collection of 1 100 litres Waste Bins on Wheels complete with foot operated lid opening device to various Public Healthcare entities"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",1,1,"tender_awarddecisiondate","2012-01-30","2012-01-18"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",1,1,"bidder_masterid","3a988bc1-a957-4a63-bcd4-38c3b4d1284a","d37df94e-88b4-4fbf-bf0c-20cd3acc793a"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",1,1,"bidder_geocodes","[""]","["MT001"]"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",1,1,"bidder_name","Altour Ltd","Burmarrad Commercials Ltd"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",1,1,"bid_priceUsd","266816.03125","1968023.125"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",1,1,"bid_price","196744","1451175"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",1,1,"title","Leasing of Vehicles.","2, 4 and 5"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",2,1,"tender_awarddecisiondate","2012-05-10","2012-01-30"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",2,1,"bidder_masterid","d02e33e3-dd7e-4cbc-8cfa-12f9b9c25ac9","3a988bc1-a957-4a63-bcd4-38c3b4d1284a"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",2,1,"bidder_name","Aquarius Rent A Car Ltd","Altour Ltd"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",2,1,"bid_priceUsd","815864.875","266816.03125"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",2,1,"bid_price","601600","196744"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",3,1,"tender_awarddecisiondate","2012-01-18","2012-05-10"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",3,1,"bidder_masterid","d37df94e-88b4-4fbf-bf0c-20cd3acc793a","d02e33e3-dd7e-4cbc-8cfa-12f9b9c25ac9"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",3,1,"bidder_geocodes","["MT001"]","[""]"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",3,1,"bidder_name","Burmarrad Commercials Ltd","Aquarius Rent A Car Ltd"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",3,1,"bid_priceUsd","1968023.125","815864.875"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",3,1,"bid_price","1451175","601600"
"45dd4207-a70d-4551-9d5e-dc4f3eb5ac51",3,1,"title","2, 4 and 5","Leasing of Vehicles."
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",1,1,"bidder_masterid","75d5e09b-4d94-48cc-a4c3-152e5fab906a","86ee2a6f-108a-4d7d-9439-fe5cd57358d4"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",1,1,"bidder_id","TO305888","C4250"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",1,1,"bidder_country","IT","MT"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",1,1,"bidder_geocodes","["ITC11"]","["MT001"]"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",1,1,"bidder_name","Elettrorava SpA","Technoline Ltd"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",1,1,"bid_priceUsd","135694.78125","78072.390625"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",1,1,"bid_price","102000","58686"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",1,1,"title","Tender for the supply, delivery, installation and commissioning of plasma-enhanced chemical vapour deposition (PECVD) equipment and material coating equipment, for the setting up of a Solar Laboratory at the University of Malta — Item 1","Tender for the supply, delivery, installation and commissioning of plasma-enhanced chemical vapour deposition (PECVD) equipment and material coating equipment, for the setting up of a Solar Laboratory at the University of Malta"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",1,1,"ind_taxhav2_val","100","."
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",2,1,"bidder_masterid","86ee2a6f-108a-4d7d-9439-fe5cd57358d4","75d5e09b-4d94-48cc-a4c3-152e5fab906a"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",2,1,"bidder_id","C4250","TO305888"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",2,1,"bidder_country","MT","IT"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",2,1,"bidder_geocodes","["MT001"]","["ITC11"]"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",2,1,"bidder_name","Technoline Ltd","Elettrorava SpA"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",2,1,"bid_priceUsd","78072.390625","135694.78125"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",2,1,"bid_price","58686","102000"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",2,1,"title","Tender for the supply, delivery, installation and commissioning of plasma-enhanced chemical vapour deposition (PECVD) equipment and material coating equipment, for the setting up of a Solar Laboratory at the University of Malta","Tender for the supply, delivery, installation and commissioning of plasma-enhanced chemical vapour deposition (PECVD) equipment and material coating equipment, for the setting up of a Solar Laboratory at the University of Malta — Item 1"
"466cdeb0-e492-499c-a4a4-1eb21ec0b866",2,1,"ind_taxhav2_val",".","100"
"46b8af5b-0873-41ac-a9f0-ff920f65977d",1,1,"tender_awarddecisiondate","2011-04-08","2011-03-22"
"46b8af5b-0873-41ac-a9f0-ff920f65977d",1,1,"bidder_masterid","7175bb1e-7dc4-4191-aadf-773c9cb90dbf","92910d1a-5e9b-4fea-9232-4e80f9e4599e"
"46b8af5b-0873-41ac-a9f0-ff920f65977d",1,1,"bidder_name","Road Network Joint Venture","GRV Joint Venture"
"46b8af5b-0873-41ac-a9f0-ff920f65977d",1,1,"bid_priceUsd","4260398","74028.7265625"
"46b8af5b-0873-41ac-a9f0-ff920f65977d",1,1,"bid_price","3214777","55860"
"46b8af5b-0873-41ac-a9f0-ff920f65977d",1,1,"title","CT 2520/2009 Lots 1 and 3.","CT 2520/2009 Lot 2."
"46b8af5b-0873-41ac-a9f0-ff920f65977d",2,1,"tender_awarddecisiondate","2011-03-22","2011-04-08"
"46b8af5b-0873-41ac-a9f0-ff920f65977d",2,1,"bidder_masterid","92910d1a-5e9b-4fea-9232-4e80f9e4599e","7175bb1e-7dc4-4191-aadf-773c9cb90dbf"
"46b8af5b-0873-41ac-a9f0-ff920f65977d",2,1,"bidder_name","GRV Joint Venture","Road Network Joint Venture"
"46b8af5b-0873-41ac-a9f0-ff920f65977d",2,1,"bid_priceUsd","74028.7265625","4260398"
"46b8af5b-0873-41ac-a9f0-ff920f65977d",2,1,"bid_price","55860","3214777"
"46b8af5b-0873-41ac-a9f0-ff920f65977d",2,1,"title","CT 2520/2009 Lot 2.","CT 2520/2009 Lots 1 and 3."
"47b81d19-45c1-4bb0-9155-1ae4894451c8",1,1,"bidder_masterid","4b5b5144-a5ba-42ac-8d56-357cf9928363","d1f4afcf-5f53-4962-b477-24a85901af89"
"47b81d19-45c1-4bb0-9155-1ae4894451c8",1,1,"bidder_name","Etas & S Ltd","Attard Farm Supplies Ltd"
"47b81d19-45c1-4bb0-9155-1ae4894451c8",1,1,"bid_priceUsd","75268.65625","46853.90625"
"47b81d19-45c1-4bb0-9155-1ae4894451c8",1,1,"bid_price","59487","37030"
"47b81d19-45c1-4bb0-9155-1ae4894451c8",1,2,"bidder_masterid","c263f628-ffba-40e4-916a-ed6f56b9f010","4b5b5144-a5ba-42ac-8d56-357cf9928363"
"47b81d19-45c1-4bb0-9155-1ae4894451c8",1,2,"bidder_name","Boffetti Impianti S.R.L.","Etas & S Ltd"
